0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
49877,4069,808,22816,1919,3753,459,22864,1756,943,927,2593,2770,927,534,2277,3207,1801,1856,6486,1644,1908,1598,6332,1469,647,3706,22922,6053,1003,3995,24259,6429,158,892,4159,10146,184,682,3882,9778,486,163,255,378,518,187,242,297,81,522,121,159,82,566,136,92,8436650,64577,170
52005,4268,738,23522,1883,3920,469,23605,1775,923,941,2602,2869,818,526,2123,3218,1785,1899,6788,1711,1999,1576,6372,1558,596,3764,24011,6637,941,4065,25688,7103,137,950,4225,10601,189,624,3998,10343,525,158,268,383,494,202,218,280,71,509,140,181,90,632,131,100,8424569,67284,170
42263,5134,726,13838,1509,4982,505,13603,1710,1014,790,2827,2748,824,655,2107,3088,1642,1650,5628,1953,1893,1524,5793,1944,692,2275,10900,8051,1012,2671,11149,8988,324,879,2318,7596,307,513,1875,7568,793,140,225,376,745,287,218,231,28,252,49,150,46,372,115,111,8512095,46299,171
45943,5124,744,14760,1736,5052,437,14616,1808,1000,787,3021,2762,813,572,2032,3178,1505,1622,6402,1932,1717,1377,6799,1925,533,1957,13252,8237,901,2439,13556,9538,293,690,2239,9350,281,447,1883,9030,810,145,220,451,851,282,201,202,31,290,41,194,96,417,102,99,8492538,50740,171
44635,5199,754,14609,1586,5223,506,14951,1688,1006,860,2969,2973,897,634,2180,3386,1632,1661,5933,2112,1901,1438,6526,1939,579,2323,12421,8725,1043,2940,12377,8835,332,776,2293,8925,313,580,2300,7627,874,141,219,368,829,291,218,205,26,253,39,164,60,400,125,110,8495690,50401,171
34428,3470,1031,18201,1298,3203,885,17633,1395,995,985,3306,2841,825,753,2524,3118,2817,2080,3774,1641,2816,1764,3743,1802,1644,6370,9559,3233,1946,6636,10241,4098,244,2207,4559,4246,236,2071,4486,3551,556,300,413,452,526,345,355,300,73,554,147,228,136,582,108,133,8508618,53519,172
32677,3341,1013,17454,1284,2970,838,16828,1281,1000,911,3233,2671,743,702,2370,3002,2635,2040,3912,1676,2727,1780,3831,1734,1457,5695,9461,3020,1739,6153,10214,3938,230,2006,4154,4139,241,1801,4495,3502,523,283,424,425,575,288,323,314,74,513,115,168,120,531,108,124,8520175,50019,172
30980,3244,931,16906,1190,2910,803,16208,1279,956,969,3043,2719,741,745,2267,2995,2509,1881,3705,1586,2610,1645,3653,1679,1395,5824,9182,3154,1628,5992,9787,3956,216,1834,4550,3883,202,1660,4143,3264,464,237,358,408,500,285,280,273,59,420,111,187,98,431,76,108,8528213,48668,172
27590,2383,1190,12928,807,2206,1041,12989,906,695,748,2481,2061,583,608,1852,2515,2758,1456,2145,1298,2828,1198,2283,1417,1594,8342,3549,1564,1930,9133,3788,2188,163,2638,2387,1836,168,3011,2438,1400,327,267,315,275,255,336,189,203,118,528,64,128,83,419,58,55,8574512,36773,173
29202,2545,1214,13479,745,2449,1035,13464,902,728,782,2500,2041,658,616,1990,2644,3041,1460,2273,1375,3024,1214,2393,1442,1872,8591,3674,1698,2255,9210,4019,2218,201,3112,2509,2023,162,3452,2361,1577,378,316,296,287,281,344,203,215,113,589,67,120,74,414,62,55,8565441,38595,173
26958,2259,1176,12770,764,2024,981,12791,829,721,759,2466,2004,597,637,1966,2658,2754,1383,1972,1258,2744,1179,2174,1300,1467,7859,3269,1323,1930,8617,3583,1909,196,2679,2415,1754,172,2915,2388,1296,301,295,291,279,235,326,216,192,103,578,49,142,83,382,66,53,8579052,36461,173
38699,3489,871,19729,1326,3418,671,19419,1375,838,829,2974,2728,721,632,2338,2934,2135,1644,4734,1691,2197,1482,4616,1663,1067,4621,14979,4597,1518,4984,16157,5136,264,1488,5160,6036,259,975,5322,5976,556,194,280,262,487,278,239,246,37,322,62,108,48,514,121,87,8485854,58613,174
40094,3690,917,19990,1516,3545,743,19822,1416,890,861,3173,2778,730,713,2520,3098,2189,1821,4955,1831,2216,1565,4917,1688,1050,4770,15180,4641,1470,4905,15769,5368,294,1465,5606,6475,310,1071,5056,6270,582,212,295,316,587,328,276,296,39,373,82,141,50,563,130,95,8477136,61121,174
41148,3778,810,20050,1490,3740,706,20219,1411,824,797,2837,2759,771,629,2285,3011,2071,1741,5036,1820,2039,1404,5148,1523,935,4289,16415,5422,1271,4542,16885,5644,243,1345,4994,7343,263,1004,5163,6429,554,176,332,331,559,311,256,308,44,343,85,155,59,553,176,112,8474679,60733,174
36336,3983,891,16366,1264,3734,716,16321,1300,840,987,2910,2814,844,718,2468,2991,2358,1794,5036,1893,2480,1638,4710,2038,1358,4341,11928,4856,1755,4629,13029,5809,280,1308,3415,5597,236,1029,3249,5675,555,245,208,341,558,256,211,266,23,231,42,89,63,251,51,74,8513541,47071,175
35831,3669,874,16740,1314,3474,673,17470,1182,841,1008,2781,2845,836,689,2354,3138,2202,1785,4588,1803,2313,1687,4833,1631,1025,4444,12717,4883,1413,4692,13322,5093,225,1288,3607,5992,192,1039,3550,5157,505,251,217,328,499,246,242,238,23,315,48,123,61,334,55,64,8512823,48428,175
36110,4095,863,15189,1309,3894,728,15611,1193,796,1022,2824,2855,918,737,2477,3018,2438,1767,4816,2021,2424,1620,4693,1785,1431,4156,10966,5418,1742,4401,11588,5671,234,1373,3209,5602,264,1182,2952,5112,510,204,202,319,538,283,271,248,19,213,44,108,26,289,53,69,8520882,45218,175
24290,2563,1025,8074,867,2329,944,8603,947,820,973,3200,2636,692,802,2773,2908,2461,1594,2223,1771,2396,1465,2283,1472,1709,2227,1941,1787,2208,2530,2161,1915,315,1110,1042,1313,337,1065,970,877,396,346,230,222,358,382,183,189,51,253,44,100,38,260,46,117,8619811,23356,176
24241,2566,1114,8284,888,2412,929,8663,890,781,986,3136,2629,746,780,2805,2940,2531,1626,2311,1696,2529,1431,2325,1553,1967,2341,1967,1721,2353,2640,2356,2105,338,1284,1149,1341,369,1164,996,974,348,324,255,253,310,405,189,196,56,238,43,85,38,242,53,106,8617768,23234,176
67167,6690,1107,23106,2378,6571,639,22950,2148,1125,1100,3706,3532,1043,777,2496,3645,2405,2193,9418,2365,2396,1877,9263,2195,1094,3989,22338,10645,1523,4411,23693,11663,293,1317,4373,14365,311,972,3464,14655,800,168,278,534,967,319,270,213,36,271,68,197,114,644,172,85,8365952,77514,176
42596,5059,1291,16826,1084,4872,1118,16174,1280,1045,1095,3617,3384,970,859,2812,3602,3620,1966,4186,2199,4074,1844,4066,2411,3697,8327,6789,4749,3641,8544,7569,5588,391,3478,3627,4579,338,3474,3646,3684,541,448,261,251,509,541,273,194,55,305,62,115,56,315,52,74,8489570,52207,177
43641,5143,1319,16689,1095,4887,1194,16130,1398,1114,1092,3622,3531,927,847,2942,3696,3817,2041,4123,2119,3983,1877,4103,2438,3692,7957,6590,4705,3875,8224,7252,5618,422,3501,3638,4816,374,3625,3403,3539,603,426,279,240,504,598,294,207,63,309,48,118,48,291,72,61,8488507,52333,177
43529,5050,1265,17063,1071,4828,1172,16436,1409,1141,1108,3670,3567,940,899,3054,3682,3717,1973,4162,2162,4072,1991,4267,2373,3665,8351,6842,4670,3750,8477,7376,5650,379,3441,3739,4545,347,3702,3649,3444,576,417,260,245,578,494,263,192,60,300,58,96,54,334,49,94,8486465,52837,177
26221,2520,820,12922,1077,2627,801,12877,947,719,763,2541,2202,726,612,2025,2480,2249,1501,2912,1379,2285,1405,2986,1390,1288,4618,6608,2470,1380,4767,7008,2871,182,1419,2948,3323,178,1799,2968,2356,340,215,261,268,329,314,269,214,51,310,76,116,67,429,94,87,8573709,37681,178
25988,2482,792,12930,1106,2487,838,12546,1051,700,699,2582,2343,706,649,1975,2472,2287,1416,2886,1338,2340,1361,2879,1507,1313,4617,6375,2321,1337,4546,6718,2865,194,1581,2706,2983,198,1731,2978,2406,364,249,269,229,353,344,246,237,37,412,71,115,47,388,101,80,8576332,36897,178
24575,2266,818,12929,1008,2233,812,12562,926,652,662,2327,2173,651,567,1957,2471,2183,1313,2687,1329,2231,1328,2607,1369,1306,4865,6601,2035,1474,4892,6707,2495,171,1510,3028,2839,167,1766,2918,2008,368,255,225,241,281,356,273,195,53,388,76,101,54,438,104,73,8580613,36488,178
26526,2847,819,12507,931,2695,831,12375,836,772,731,2374,2241,688,654,1987,2498,2618,1603,2788,1346,2488,1475,2796,1414,1904,5641,5629,2213,2130,5966,6109,2651,144,2264,2575,2639,152,1972,2707,2011,320,196,221,212,261,277,273,291,60,275,42,104,40,217,65,125,8576469,35005,179
24835,2610,808,11655,918,2489,825,11521,795,751,721,2298,2064,674,624,2024,2419,2445,1542,2647,1360,2418,1325,2674,1325,1806,5072,5215,1878,2141,5117,5459,2267,134,1974,2259,2470,145,1852,2273,1984,309,223,218,236,253,278,253,261,48,313,39,103,43,220,52,94,8588952,32292,179
24254,2608,756,11666,845,2437,762,12010,805,745,730,2323,2050,665,526,2065,2527,2429,1455,2720,1496,2426,1380,2779,1280,1629,4832,5381,2207,2123,5443,5726,2213,147,1851,2263,2827,145,1761,2495,1764,319,244,166,214,259,280,247,225,37,233,33,75,32,223,54,77,8588198,32538,179
39319,4086,875,19305,976,3969,955,18407,1014,886,904,2991,2748,806,780,2400,2707,3448,1788,3771,1648,3901,1730,3713,2020,3745,10411,10143,3180,3464,10179,10545,3902,191,3413,5564,4186,207,4170,5404,3367,366,312,200,248,315,335,198,162,39,225,27,98,42,225,48,37,8480779,59126,180
40127,4258,885,19268,1007,4222,968,18390,1081,843,927,2952,2723,879,804,2460,2806,3714,1792,3802,1735,3899,1758,3704,2055,3950,10475,9615,3423,3563,10367,10184,4060,244,3746,5400,4171,204,4314,5406,3293,398,331,196,234,315,355,208,162,45,213,26,79,39,245,44,38,8478410,59188,180
40427,4353,938,19549,1009,4222,1001,18848,1089,863,920,3115,2830,839,793,2597,2892,3674,1779,3883,1797,4032,1847,3795,2022,3855,10695,9678,3425,3690,10732,10646,4146,226,3566,5261,4253,198,4347,5819,3372,436,275,155,236,356,362,211,183,39,221,30,94,32,239,41,37,8473972,60058,180
41676,3808,945,24530,1142,3674,788,25098,1270,1010,918,3043,2703,833,749,2618,3088,2884,1933,4321,1828,3041,1707,4400,1876,2270,8384,18993,3791,2651,8705,18834,4526,233,2613,7680,5403,257,2361,6992,4896,539,270,300,365,469,362,248,214,67,356,83,171,96,437,82,78,8433768,73623,181
40937,3575,1019,23973,1262,3456,758,24231,1300,867,897,3119,2634,780,737,2612,3159,2767,1902,4099,1712,2954,1668,4054,1685,2034,7879,17061,3650,2500,8159,17593,4143,287,2494,7238,4662,261,2453,7178,5037,492,320,293,385,487,383,259,268,80,499,128,227,142,659,128,116,8443979,72369,181
40736,3618,1159,24453,1276,3585,839,24422,1440,949,963,3255,2651,787,669,2663,3144,2834,2018,3948,1805,3027,1601,4148,1627,2171,7759,16996,3518,2493,8295,17805,3878,276,2501,7014,4813,293,2436,7293,4401,537,315,312,437,546,368,286,276,96,584,162,249,172,667,146,98,8441499,73691,181
61846,6367,901,19788,2140,6383,864,19946,1999,989,932,3249,3187,968,822,2703,3254,2806,1836,7569,2199,2900,1759,7733,2158,2396,4832,17788,9490,2428,4942,17711,10130,325,1947,3582,11719,287,1874,3258,11621,711,246,298,373,744,364,335,297,43,335,112,210,50,586,219,124,8405482,69843,182
56370,5796,850,18785,2058,5765,723,19169,1876,941,835,2952,3016,950,765,2406,3177,2545,1765,6758,2141,2709,1747,7312,2037,2077,4463,16727,8700,2283,4905,16902,9058,301,1836,3485,10874,282,1636,3489,10085,646,283,330,338,638,378,347,261,28,341,97,194,64,615,218,144,8429005,65522,182
54716,5794,861,17955,1910,5760,788,18100,1811,944,868,2867,2983,964,782,2430,3035,2631,1801,6609,2170,2775,1590,6587,1977,2141,4713,15370,8617,2332,4696,15592,9057,293,1988,3594,9442,298,1797,2953,10121,627,242,306,368,610,373,334,276,33,246,94,201,37,576,225,125,8440854,62761,182
33354,3501,793,16300,1177,3240,744,16065,1113,796,816,2841,2937,807,715,2172,2862,2613,1760,3946,1651,2732,1772,3866,1812,1675,6500,9853,3803,1686,6592,10177,4815,193,1699,4440,4233,180,1811,4302,3952,360,181,267,166,359,272,218,209,20,202,58,106,36,349,70,45,8522564,48222,183
32455,3420,683,15557,1119,3259,679,15143,966,814,826,2512,2711,807,707,1961,2732,2578,1587,3988,1675,2505,1644,3830,1669,1534,6221,9184,3908,1669,6146,9966,4579,144,1578,3827,4369,159,1589,3916,3976,358,184,218,178,326,268,226,182,20,201,58,106,39,396,94,57,8532512,45985,183
31043,3426,722,15347,1164,3209,695,15065,1028,826,825,2685,2850,812,705,2142,2857,2552,1779,3925,1678,2508,1674,3780,1706,1481,6159,8701,3845,1633,6193,9539,4568,173,1548,3825,4097,168,1485,3980,3550,362,171,259,175,350,267,228,212,25,194,45,99,35,273,65,54,8536951,44287,183
44586,3588,1406,30519,949,3189,1154,29939,1223,1103,1154,3428,2546,692,722,2622,3261,4685,2422,3137,1581,4605,1790,3209,1746,3083,22826,9681,1578,3445,24034,10556,2429,200,5822,7942,3405,219,5816,8496,2482,334,464,508,531,339,395,251,292,81,602,166,237,147,544,64,92,8393838,83845,184
43323,3408,1473,30038,1097,2967,1155,29471,1416,1159,1140,3736,2769,773,737,2730,3476,4294,2551,3210,1542,4383,1875,3392,1823,2631,21799,10158,1503,2961,22257,10757,2389,224,5119,8197,3490,217,5231,8190,2578,453,532,603,689,445,427,270,321,107,691,170,246,199,726,77,127,8400312,81966,184
45984,3522,1622,31714,1112,3057,1319,30965,1531,1204,1208,3892,2882,721,803,2902,3638,4816,2576,3098,1586,4829,1901,3282,1886,2931,22775,9788,1311,3390,23901,10902,2193,253,6177,7830,3055,220,5880,8415,2421,456,579,648,674,463,512,302,340,101,742,174,260,174,738,86,113,8384436,85710,184
31433,4079,515,14141,1154,3984,521,14149,996,744,777,2307,2521,753,596,1737,2590,2088,1483,4008,1618,2168,1500,4152,1454,901,4628,8776,6281,1000,4786,9470,6779,153,985,3890,5113,135,833,4419,4579,365,108,193,218,409,247,234,247,12,159,33,113,26,266,96,66,8536615,46397,185
30141,3656,508,14230,1193,3641,485,14531,1071,715,735,2355,2543,721,581,1841,2649,2038,1608,3897,1588,2082,1494,4183,1410,835,4585,8779,5666,928,4684,9315,5620,147,1025,4175,4844,137,844,4202,3992,433,122,214,223,444,288,210,263,21,180,49,126,35,291,127,80,8541933,45287,185
30115,3655,570,14390,1157,3519,548,14316,1068,741,741,2421,2555,739,599,1868,2738,2111,1615,3999,1601,2188,1588,4072,1507,952,4662,8805,5149,1095,4862,9285,5696,178,1075,4092,4469,151,904,4105,4131,408,137,200,293,382,253,257,288,20,226,52,114,33,242,122,114,8541798,45029,185
28917,2971,742,15079,944,2829,675,14676,868,670,670,2388,2426,734,618,1928,2425,2674,1466,3120,1487,2597,1485,3208,1603,2000,6749,8274,2631,1927,6670,8448,3137,165,1944,4545,3226,164,2068,4387,2652,297,225,206,172,296,307,232,168,31,221,47,70,41,287,58,48,8545002,46105,186
29743,2975,756,15517,964,2936,769,14848,903,695,694,2401,2338,710,640,1953,2463,2733,1466,3172,1434,2632,1482,3066,1683,2088,7077,8179,2589,2034,7075,8572,3118,166,2073,4472,3217,182,2290,4666,2680,336,235,197,200,275,285,219,173,35,299,56,97,43,357,73,36,8540650,46983,186
29867,2998,706,15678,981,2994,767,14971,912,721,717,2376,2425,734,645,2034,2394,2707,1421,3182,1436,2579,1408,3070,1671,2150,6990,8673,2558,2084,6887,9105,3121,172,2184,4496,3320,164,2244,5068,2795,354,257,209,195,331,304,207,149,39,242,53,82,38,291,46,38,8538026,47734,186
37424,3895,854,18081,1257,3824,800,17843,1132,863,953,2664,2855,893,787,2283,2885,2808,1842,4291,1865,2716,1798,4157,1737,1583,6485,12410,4885,1701,6380,13379,5204,192,1573,4269,5252,183,1781,4227,4446,423,229,302,268,448,320,292,253,46,290,57,164,53,411,117,94,8499473,52303,187
36604,3633,813,18802,1236,3280,750,17950,1156,880,966,2653,2812,902,827,2193,2743,2801,1858,4151,1647,2701,1827,3940,1717,1510,6478,12926,3784,1649,6650,13918,4657,144,1704,4561,4838,165,1791,4372,4455,374,187,339,254,343,284,323,217,47,275,73,184,57,431,111,77,8500922,53058,187
34689,3507,768,18542,1148,3315,799,17519,1103,830,911,2786,2827,855,790,2143,2754,2761,1859,3817,1574,2720,1806,3658,1787,1787,6732,11419,3532,1787,6806,12544,4169,164,1816,4597,4466,188,1805,4619,3740,382,244,322,265,371,275,356,205,40,326,113,160,56,448,98,82,8508957,51861,187
20284,1932,492,12933,658,1442,387,13025,726,643,616,1980,2003,514,435,1430,2320,1604,1384,2810,1106,1831,1278,2804,1031,501,4067,8941,1680,951,4332,9627,2298,55,873,3818,2970,57,616,3697,2441,157,56,132,133,125,144,100,110,21,75,14,38,11,146,32,25,8591756,34333,188
21388,1888,522,13540,717,1520,382,13708,755,713,676,2085,2136,554,412,1534,2314,1692,1436,2903,1117,1803,1381,2987,1048,441,4171,9684,1747,825,4358,10378,2318,69,877,4043,3367,74,556,3625,2676,182,81,138,184,132,117,126,108,11,105,17,60,11,181,42,20,8583931,36134,188
21175,1787,541,13851,645,1509,389,13710,756,690,676,2093,2073,519,403,1405,2298,1604,1448,2889,1053,1837,1283,2846,1079,465,4247,9747,1665,844,4433,10528,2394,71,877,4157,3197,52,524,3756,2756,161,62,157,186,147,128,113,103,15,113,15,58,17,174,58,25,8583506,36690,188
34235,3066,894,17819,1501,3048,792,17478,1361,828,825,2994,2768,826,739,2211,2952,2475,1655,4016,1620,2483,1479,3794,1629,1341,6039,10801,3126,1496,6004,11568,3898,241,1747,4089,4414,233,1695,4021,4275,490,285,326,314,508,372,262,253,43,398,95,142,84,573,119,103,8516183,50974,189
41495,3725,922,21626,1537,3773,843,21632,1358,865,905,3301,3082,887,769,2619,3245,2610,1866,4994,1975,2689,1763,4737,1719,1549,7470,14920,4574,1797,7275,15129,4991,242,1953,5519,5871,298,1977,5172,5675,616,242,318,356,607,399,284,259,42,335,83,173,76,557,117,79,8462489,63619,189
49782,4528,954,23239,1933,4693,911,23149,1582,882,910,3413,3434,983,859,2712,3291,2777,1856,5608,2014,2765,1809,5731,1982,1795,7160,17441,5909,1903,7137,18058,6585,302,1979,5188,7885,331,2105,5284,7420,700,294,330,358,645,401,319,276,49,404,88,175,85,654,177,121,8425806,70839,189
37370,4257,858,15270,1170,4003,590,15170,1188,784,914,2901,2686,802,690,2215,2930,2557,1667,4692,1794,2531,1615,4854,1739,1466,5258,11057,5449,1901,5171,11744,6409,195,1662,3302,6001,244,1429,3290,5624,487,199,195,249,479,228,158,157,31,155,36,69,38,246,45,48,8515144,46587,190
39510,4438,726,14956,1320,4273,491,14998,1259,810,896,2513,2606,802,599,1903,2977,2020,1676,5306,1767,2180,1472,5435,1531,882,3777,12746,6936,1215,3812,13679,7107,175,1118,2480,7588,210,766,2551,7176,424,144,203,259,502,205,137,152,17,167,30,101,32,258,48,41,8513595,45003,190
41595,5149,856,13277,1411,5023,638,13444,1417,867,967,2809,2841,875,723,2310,3132,2442,1642,5141,2094,2403,1678,5656,1863,1264,3571,9791,7753,1791,3765,10528,8244,235,1349,2293,6959,269,1089,2031,6821,611,224,225,293,646,261,201,155,38,198,52,99,53,297,81,86,8513453,45021,190
27850,2430,702,16337,890,1985,430,16168,953,767,860,2372,2311,616,481,1785,2646,2046,1732,3489,1383,2052,1418,3421,1230,772,5089,12875,2305,1258,5216,14078,2973,76,1236,4021,4425,86,930,3571,3378,173,113,184,188,202,136,120,95,10,119,45,46,18,186,36,28,8548562,41096,191
27570,2552,710,15996,932,2107,455,16059,948,812,861,2398,2369,641,494,1937,2735,2219,1727,3468,1432,2225,1538,3526,1338,972,5263,12105,2391,1392,5505,13262,2998,104,1350,3930,4177,112,1035,3807,3070,166,87,173,141,208,127,148,130,10,133,50,56,28,144,40,27,8549135,40675,191
26241,2438,672,15335,840,2002,453,15062,873,776,799,2375,2255,635,540,1854,2581,2101,1707,3261,1314,2354,1539,3225,1446,979,5162,10855,2148,1344,5530,12107,2974,79,1451,3785,3607,91,1023,3790,3117,198,104,191,148,225,111,131,131,9,85,28,38,24,99,24,22,8558593,39119,191
23144,2616,689,12360,718,2291,549,12661,724,613,682,1982,1680,559,515,1783,2136,2162,1341,2616,1236,2239,1358,2833,1142,1294,4872,7534,2324,1868,5059,7967,2580,101,1629,3661,2668,99,1219,3525,2585,279,169,206,178,224,186,215,230,48,176,25,64,32,159,44,83,8582073,35995,192
23460,2559,645,12274,784,2297,554,12804,707,618,670,2021,1765,525,558,1776,2204,2183,1424,2693,1251,2233,1368,2857,1163,1303,5070,7691,2428,1780,4961,7701,2485,131,1681,3824,2733,116,1327,3420,2502,283,173,191,165,233,207,207,239,35,149,29,79,23,152,24,57,8580783,36425,192
23418,2494,700,12601,718,2309,571,12759,766,677,724,2025,1767,565,526,1851,2223,2105,1363,2723,1288,2278,1391,2909,1281,1313,5318,7393,2570,1693,5468,7688,2688,118,1614,4107,2603,109,1332,3705,2450,283,144,213,167,231,192,218,261,51,174,40,72,24,146,48,68,8577490,37977,192
34764,4041,1198,12950,731,3856,1187,12085,885,810,921,2774,2344,650,801,2321,2567,3958,1593,2567,1523,4183,1494,2489,1957,4927,8956,3793,1852,4861,8931,4263,2736,233,4752,2283,1736,185,4377,2079,1526,347,394,253,184,247,493,247,234,88,297,27,94,59,240,49,86,8545855,38667,193
34634,4050,1038,13232,714,3912,1044,12638,774,832,904,2612,2212,677,690,2304,2514,3803,1675,2641,1537,3979,1471,2570,1774,4612,8923,4553,2143,4928,8921,4875,2708,239,4660,2716,2144,212,4314,2427,1592,319,407,211,184,236,397,233,223,69,223,39,67,45,195,46,75,8542326,40507,193
31278,3593,1103,12095,719,3373,1015,11969,816,767,904,2639,2130,655,708,2270,2500,3576,1496,2408,1536,3501,1395,2491,1697,3664,7689,3634,1990,4194,7896,4368,2455,275,3865,2183,1993,210,3869,2189,1460,344,326,222,200,271,415,213,235,87,239,43,95,47,237,31,90,8561538,36799,193
39430,3380,576,21287,1344,3124,464,20714,1197,809,728,2508,2681,750,549,1631,2687,2048,1502,5226,1449,2067,1587,4719,1542,824,5461,18728,4454,864,5445,20080,5618,123,1001,5680,7350,87,872,5326,6842,288,85,210,186,312,210,227,132,17,176,45,111,14,326,141,50,8473659,61057,194
35488,3207,686,19948,1147,2691,530,19112,1243,849,911,2725,2669,716,567,1809,2790,2280,1910,4749,1417,2312,1620,4255,1622,770,6434,15522,3520,1061,6611,16929,4692,127,1220,5231,6396,110,997,4946,5477,297,116,212,228,286,131,175,130,22,132,32,98,37,263,58,34,8496264,54189,194
36622,3219,628,20712,1205,2789,453,20273,1145,837,865,2608,2767,723,549,1880,2894,2032,1729,4811,1461,2172,1592,4502,1529,781,6112,16785,3984,924,6540,17940,5096,125,963,5891,6962,110,904,5306,5601,284,115,190,168,332,154,197,103,12,163,42,73,43,272,57,26,8485411,58337,194
27948,2439,656,18635,929,2272,548,18345,1061,669,629,2379,2052,568,484,1795,2368,1984,1519,3142,1110,2102,1267,3333,1276,1152,5757,13521,2333,1471,6119,13967,2975,137,1565,5858,3714,146,1371,5406,3516,344,174,240,260,263,232,225,225,43,272,64,113,37,363,124,73,8525885,52545,195
26693,2375,682,18614,869,2064,542,18404,994,707,714,2480,1955,554,470,1867,2459,1948,1609,2918,1088,2186,1422,3070,1144,1135,6480,12120,1923,1413,6527,12896,2545,152,1660,6070,3445,136,1582,5910,3047,305,197,273,312,309,253,194,254,55,289,74,97,64,356,102,44,8528737,53216,195
26046,2210,754,18414,839,2002,550,18435,1028,708,734,2572,2078,549,467,1862,2432,2091,1617,2772,1102,2324,1308,2938,1139,1212,6879,10678,1605,1475,7290,11420,2228,145,1894,5884,3145,160,1682,6379,2784,319,204,365,314,316,300,253,270,56,345,68,131,71,450,97,97,8531227,53286,195
36189,3456,739,22821,981,3200,825,22062,993,821,789,2848,2801,760,689,2146,2967,2740,1893,4061,1492,2768,1932,4067,1546,1491,10053,13442,3534,1742,10449,14234,4194,123,2342,7749,5104,144,2115,7679,4403,347,206,301,250,331,254,279,256,48,313,79,162,43,398,104,74,8463120,69051,196
36870,3421,812,22639,1098,3199,745,22543,1083,893,812,2913,2723,779,707,2223,2988,2525,1892,4386,1408,2528,1752,4422,1615,1291,8391,15079,3887,1383,8914,15535,4778,146,1948,7310,5826,136,1718,7256,4715,383,218,298,336,374,266,242,282,46,310,78,171,80,488,86,105,8462760,68188,196
36136,3545,744,22900,1110,3113,732,22169,1097,815,826,2738,2733,742,652,2069,2863,2570,1827,4542,1564,2509,1841,4176,1698,1287,8302,15603,3700,1491,8442,16662,4798,137,1787,7494,5265,113,1620,7824,5154,381,153,286,293,345,250,245,237,39,305,86,188,47,425,93,94,8462301,68842,196
62905,6941,920,12476,3124,6773,434,11972,3195,1230,1008,3346,3360,1044,747,2121,3476,1628,1890,8086,2271,1799,1456,7791,2172,459,1442,9595,11732,865,1897,9877,13537,302,622,1428,13138,384,361,1078,13029,875,175,302,618,888,404,263,276,43,375,209,362,107,648,357,324,8453571,58292,197
62767,6428,878,12629,3073,6366,398,12365,3184,1262,1003,3056,3047,1005,641,1878,3192,1451,1701,7830,2098,1671,1362,7865,1882,409,1484,10434,10787,798,1908,11114,12590,239,584,1492,13212,315,332,1034,13772,797,154,284,592,810,333,275,248,42,468,237,412,119,713,401,324,8455830,58425,197
61918,7937,636,11437,2592,7790,413,11584,2470,1083,882,2583,3052,946,650,1990,3311,1669,1758,7750,2182,1863,1400,8249,2061,424,1511,9210,14530,943,2032,9196,15579,335,642,1319,13306,283,422,1038,12803,958,187,271,565,792,365,256,223,24,340,142,307,53,413,374,275,8455243,57433,197
45048,4674,1163,17457,1522,4856,1179,17710,1227,893,1087,3245,3115,989,928,3072,3263,3766,1939,3720,2144,3676,1735,3801,2217,4032,9071,7486,5156,3950,9187,8111,4949,291,3422,4503,4238,348,3839,4970,3403,598,395,270,255,476,481,370,311,85,416,78,96,65,521,115,123,8474473,59490,198
42700,4325,1064,16181,1555,4593,1271,15950,1170,890,1048,3182,3079,1013,968,3021,3093,3709,1882,3450,2038,3691,1753,3290,2200,4082,8907,5934,4210,3895,8918,6249,4503,328,3521,4358,3277,327,3776,4470,2947,529,389,239,256,455,468,381,296,71,362,55,92,83,418,92,99,8493991,54906,198
45255,4383,1266,16485,1624,4773,1436,16282,1243,950,1013,3186,3086,1031,1024,3043,2964,3746,1902,3334,2044,3711,1699,3115,2328,4521,9251,6178,4207,4430,8858,6392,4445,363,3752,4288,3416,358,3909,4410,3080,559,441,291,255,410,498,356,285,66,413,85,126,98,478,108,113,8486292,56345,198
21802,2219,651,10391,864,2127,611,10375,719,643,726,2040,2065,656,635,1775,2252,2119,1310,2559,1316,2012,1405,2645,1281,1031,4085,4792,2317,1131,4386,5144,2540,137,1157,2232,2263,111,1008,2506,2003,317,139,195,191,218,271,277,250,21,261,54,102,31,269,90,41,8605740,29492,199
21853,2349,665,10707,883,2152,586,10818,790,674,724,2175,2219,694,646,1819,2433,2058,1437,2670,1319,2124,1546,2695,1281,991,4339,5186,2292,1169,4550,5602,2724,111,1130,2512,2213,104,953,2578,1907,260,136,175,156,219,216,220,201,33,193,36,88,18,245,73,40,8602152,29861,199
24156,2681,643,11080,967,2627,634,11085,861,739,765,2258,2480,774,683,1929,2407,2311,1518,3004,1431,2229,1515,2950,1480,1127,4643,5480,2737,1363,4610,5822,3310,141,1266,2514,2489,104,1084,2659,2280,294,157,199,181,260,199,243,208,27,182,26,73,36,197,61,42,8591128,31651,199
