0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
37655,4251,955,15066,1534,3740,561,14652,1587,1036,998,3173,2962,881,705,2089,3297,2087,1803,5193,1908,2265,1829,5201,1801,739,3059,10781,5333,1181,3442,11673,6446,217,943,2769,5870,239,551,2334,6173,575,163,277,523,619,259,208,178,38,243,94,158,70,505,119,62,8523042,43888,81
34876,3926,919,15166,1489,3439,510,14897,1549,975,961,3115,2854,843,649,2080,3192,2052,1886,4701,1902,2158,1773,4754,1628,718,3220,11134,4834,1219,3595,12431,5855,184,879,2851,5440,235,537,2541,5362,421,133,322,483,528,229,211,187,24,236,101,140,87,498,108,72,8530540,42351,81
34545,3601,848,18151,962,3283,616,17732,1034,724,791,2691,2553,670,673,2061,2690,2452,1578,3962,1530,2732,1575,4076,1596,1798,7605,11931,3846,1950,7480,12576,4640,168,2055,4992,4964,163,2055,5388,4460,365,189,214,267,396,227,128,124,21,159,64,88,55,272,58,34,8503811,54331,82
39692,4036,866,20690,1004,3819,635,20507,1048,839,1028,2885,2712,744,718,2265,2935,2824,1804,4681,1772,3110,1797,4572,1705,1932,9015,14429,4657,2191,8935,15355,5460,167,2261,6189,6082,180,2342,5927,5354,345,158,213,224,413,192,105,102,14,156,43,89,40,259,55,32,8466868,61528,82
37965,3970,789,19944,991,3630,627,19498,991,868,890,2774,2671,733,765,2145,2786,2684,1602,4468,1685,2976,1808,4454,1798,1884,8430,13771,4576,1973,8562,14670,5534,145,2074,5471,5804,176,2085,5376,5232,353,179,193,190,418,207,123,128,20,130,32,62,43,267,55,43,8480302,57980,82
36842,4180,970,16009,1212,4204,1032,15261,1155,1004,949,3202,3079,882,786,2683,3195,3621,1928,3586,1979,3765,1815,3596,2190,3999,8161,6451,3269,3889,7937,6658,4040,290,3336,3855,2949,271,3207,3753,2825,411,373,246,215,400,488,281,240,37,251,62,101,50,316,61,88,8514520,47845,83
36497,4218,1034,15603,1097,4249,958,15214,1146,972,951,3245,3027,904,854,2746,3145,3568,1908,3521,2000,3769,1744,3595,2092,3683,8506,5985,3473,3777,8083,6092,4068,290,3105,3472,3096,316,3361,3314,2703,426,359,253,226,384,431,269,218,43,248,57,63,38,284,62,49,8518855,46354,83
36224,4074,1044,15594,1128,4112,1032,15112,1124,1001,912,3262,3034,887,780,2670,3091,3626,1833,3541,1855,3611,1802,3547,2000,3520,8353,5970,3328,3453,8153,6322,3959,261,3147,3437,3182,283,3366,3447,2808,428,334,288,225,392,463,236,216,43,257,52,93,68,322,59,82,8520363,46194,83
48840,4849,1173,22149,1345,4872,1062,21658,1421,1098,1083,3708,3441,982,857,3050,3577,3624,2043,4788,2107,3777,1843,4635,2108,3512,10666,12307,5082,3617,10317,13062,5720,386,3715,5862,5670,408,3779,5298,5154,578,354,275,292,588,448,286,325,70,258,60,115,74,373,78,127,8433075,67979,84
49166,4799,1116,21515,1235,4781,1018,21415,1311,942,1013,3538,3304,889,784,3126,3290,3870,1929,4598,2048,4120,1738,4609,2079,3637,10914,11940,5139,3881,10679,12533,5717,348,4086,5287,5513,369,4350,5242,4883,595,394,222,203,619,473,255,316,57,254,48,78,38,336,61,97,8436215,66988,84
48765,4959,1118,21084,1432,4933,1046,20925,1372,1003,1018,3629,3522,951,825,3111,3475,3607,2176,4823,2092,3930,1814,4794,2136,3554,9929,10911,5234,3806,10181,11735,5658,393,3619,5215,5632,394,3871,5432,5002,630,431,273,268,589,480,262,325,78,334,48,111,66,380,87,160,8440256,66116,84
32345,3400,626,17759,920,3254,605,17366,871,676,697,2363,2257,663,634,2008,2323,2243,1475,3823,1373,2438,1516,3628,1491,1667,7195,11944,3954,1693,7034,12452,4601,195,1708,5721,4705,164,1721,5337,4210,383,192,165,216,365,194,158,160,27,140,36,69,31,180,28,51,8512395,54155,85
40197,4471,764,19556,1281,4281,739,18939,1211,801,822,2761,2815,789,745,2193,2835,2600,1732,4935,1741,2726,1864,4739,1901,1979,7109,13417,5352,1986,7239,14381,6239,249,1827,5556,6056,247,1964,6098,5729,518,237,197,278,532,250,226,254,25,212,47,108,53,226,56,72,8471899,61944,85
53589,5952,955,24589,1578,5808,980,24202,1501,1080,1029,3610,3742,1157,999,3034,3696,3308,2181,6435,2261,3326,2225,6286,2398,2621,8501,17569,8087,2567,8395,18302,8376,339,2163,6330,8421,321,2457,6894,7473,759,306,264,326,677,377,299,261,51,282,72,122,51,353,91,99,8393256,77617,85
35071,3649,1172,16229,941,3506,1087,16015,1034,886,1008,3124,2488,814,818,2741,2993,3649,1935,3006,1780,3811,1682,3041,1720,3212,8912,5811,2342,3496,9218,6019,2595,245,3605,3589,2955,236,3928,3610,1905,434,390,256,303,307,364,322,258,61,412,47,94,72,343,60,110,8522888,47401,86
36875,3912,1179,16400,949,3732,1228,15623,1038,915,984,3280,2709,785,851,2811,3032,3773,1831,3033,1740,3921,1749,3191,1959,3759,8739,5614,2360,3804,9302,5900,2939,268,3665,3493,2815,231,3985,3576,2018,458,430,231,287,321,447,332,247,91,429,56,105,87,323,57,93,8517691,48347,86
38145,4001,1232,17008,1008,3926,1252,16237,1126,951,1014,3456,2802,802,945,2863,3087,3775,1972,3193,1771,4019,1879,3198,2058,3861,9214,6470,2528,3681,9376,6612,3195,286,3976,3740,2867,284,3925,3340,2214,446,407,294,335,365,439,280,245,73,389,51,116,68,309,57,105,8509264,49468,86
48383,5840,1038,18911,1211,5778,1022,17843,1251,1086,1167,3288,3200,980,946,2871,3133,3874,2049,4861,2130,4187,1886,4571,2536,4524,10503,9898,5943,4158,10047,10662,6703,311,3749,4305,5493,295,4172,3950,4700,589,302,230,221,565,355,202,216,28,168,40,86,40,227,43,81,8454185,58967,87
45453,5579,1061,17321,1201,5434,980,16767,1268,996,1133,3222,3171,973,869,2752,3199,3864,2101,4628,2120,3891,1828,4577,2374,3974,9152,9544,5716,3935,9332,10148,6168,269,3360,4124,5330,276,4282,3929,4225,542,301,228,261,537,329,220,233,19,170,37,93,40,225,56,41,8470184,55958,87
48033,5807,1082,18025,1201,5695,1008,17366,1226,1038,1184,3463,3125,1015,904,2823,3152,4084,2071,4568,2243,4206,1883,4503,2318,4626,9826,9367,5694,4354,9628,10103,6300,294,4026,3861,5306,296,4538,4024,4421,557,340,237,278,604,381,207,225,32,169,32,105,58,255,32,65,8459852,57884,87
30357,2657,884,16417,620,2345,904,15782,837,814,862,2673,2167,615,697,2174,2484,3354,1664,2550,1229,3304,1410,2409,1554,2189,12629,5123,1474,2341,13570,5563,2301,157,3567,2954,2095,129,3357,3145,1414,241,228,159,178,199,192,189,144,26,234,26,71,52,172,22,77,8543719,41300,88
30656,2693,888,17013,784,2348,819,16712,836,841,864,2772,2237,629,662,2276,2466,3085,1679,2638,1307,3133,1434,2557,1526,1985,12835,5885,1681,2334,12988,6342,2493,139,3186,3371,2508,164,2972,3302,1650,267,226,203,194,227,190,205,169,40,265,36,80,34,219,44,60,8538040,42811,88
29709,2700,875,17278,711,2317,773,16826,793,812,851,2635,2229,617,621,2191,2468,3015,1702,2721,1438,3025,1559,2680,1557,1918,13082,5972,1849,2260,13122,6595,2504,161,2923,3437,2450,143,2763,3497,1762,282,199,180,198,214,237,167,161,43,218,34,59,45,195,26,60,8538036,43105,88
22488,2368,733,11325,1012,2096,485,10999,1059,756,630,2364,2096,621,537,1706,2389,1668,1447,2892,1270,1845,1260,2984,1339,698,3499,6259,2450,995,3720,6779,3082,201,1095,2548,2787,181,785,2169,2640,402,152,257,293,349,210,199,192,31,194,52,112,51,324,75,57,8598200,30593,89
24741,2386,702,12014,1119,2219,432,11842,1150,787,713,2508,2129,603,453,1675,2529,1513,1472,3310,1342,1665,1307,3300,1332,477,2781,8344,2883,859,3019,8709,3640,161,785,2501,3443,209,581,2062,3442,375,146,241,322,419,205,200,171,22,221,53,134,51,340,105,63,8587406,32387,89
27943,2769,704,12541,1240,2563,427,12416,1279,774,667,2485,2184,654,469,1604,2472,1471,1458,3898,1389,1741,1267,3912,1373,501,2532,9247,3277,788,2669,9634,4156,189,766,2493,4420,200,518,1995,4660,422,151,206,348,454,201,189,223,31,279,66,155,54,408,105,102,8573008,35853,89
37560,4313,1299,12664,733,4008,1315,12035,914,905,900,3126,2367,675,825,2709,2758,4365,1627,2365,1747,4495,1488,2382,1977,4933,8491,3051,1741,5425,9235,3404,2550,298,5281,1990,1832,254,5217,1763,1272,314,499,272,231,302,506,238,196,78,307,51,111,50,210,33,91,8539755,40467,90
36996,4256,1272,12373,762,4050,1249,12101,911,854,980,3102,2528,751,828,2688,2739,4288,1675,2591,1785,4335,1599,2522,2023,5011,8420,2991,2031,5216,8738,3518,2467,289,4932,1803,1844,279,4668,1706,1254,350,487,234,230,293,514,243,197,58,225,27,85,31,160,25,77,8543308,39031,90
37036,4110,1372,12539,693,3798,1283,12280,861,821,958,3084,2439,683,804,2769,2765,4534,1733,2397,1796,4458,1476,2441,1942,4588,8655,2805,1765,5262,9301,3426,2342,344,5057,1863,1755,304,5131,1644,1109,345,467,284,222,287,502,237,218,71,296,31,104,27,198,31,88,8543263,38906,90
51068,5457,972,18288,1640,5340,649,18176,1819,955,879,3320,2777,795,713,2235,3185,2068,1695,6476,2120,2344,1428,6480,2010,1157,4233,15631,8173,1600,4713,15657,9231,295,1501,3372,9631,363,1105,2898,9892,836,189,256,367,816,399,245,195,46,330,65,155,95,587,195,105,8452473,60305,91
56764,5737,954,18781,2028,5805,593,18583,2192,1036,911,3554,2915,796,654,2270,3110,1713,1611,7570,2276,1967,1348,7388,2001,799,2578,18352,9066,1344,3076,18123,10854,331,1045,2625,11268,370,695,2152,11904,893,217,232,436,935,397,263,200,58,369,82,199,141,735,242,139,8434567,62756,91
56097,5911,950,18295,2002,5735,665,17884,2253,1058,858,3573,2967,846,718,2352,3345,1797,1669,7211,2267,2035,1385,7703,2162,689,2626,17160,9108,1302,3050,16553,10724,366,1111,2596,11641,431,643,2081,11071,1004,173,231,437,949,374,270,210,80,450,89,219,122,746,285,147,8439262,62062,91
31372,2629,724,18374,891,2222,443,17901,1195,784,700,2196,1737,442,383,1361,2237,1713,1437,3734,1124,1993,1056,3827,1192,889,4830,15550,2781,1228,5290,16277,3501,107,1699,4500,5328,118,1263,4207,4727,317,162,194,217,315,173,188,200,28,244,35,80,35,310,73,62,8523254,50151,92
31971,2725,728,18903,788,2247,453,18484,1117,779,660,2230,1805,435,373,1361,2210,1884,1471,3689,1120,2074,1052,3865,1166,1058,5126,16182,2686,1497,5919,16982,3368,126,2025,4628,5503,129,1451,4501,4785,297,152,184,244,274,188,221,191,33,247,39,71,37,260,60,66,8516815,51065,92
32567,2815,757,18597,898,2302,460,18406,1214,745,676,2140,1727,446,337,1339,2230,1836,1363,3596,1145,1919,1069,4043,1189,961,4763,16022,2994,1344,5622,16990,3565,125,1755,4515,5828,111,1376,4349,4826,308,141,212,265,304,188,202,160,26,289,65,66,27,352,70,68,8517285,51010,92
57228,6187,1352,24695,2144,5962,909,24333,1984,1188,1281,4098,3670,1006,914,3105,3970,2975,2294,6505,2485,3113,1902,6367,2349,1774,7284,17416,8265,2399,7645,18821,9715,382,2059,5655,8242,427,1798,5847,8193,881,317,342,615,950,449,265,289,58,521,163,316,154,893,236,178,8387048,78387,93
57568,6401,1523,25458,2192,5972,963,25111,2054,1158,1280,4117,3750,1090,971,3058,3946,3049,2307,6394,2480,3115,2071,6281,2510,2103,8111,17675,8130,2582,8289,19187,9948,388,2213,6573,7769,405,2137,6299,8163,863,287,400,663,944,431,298,344,85,470,183,302,197,915,256,164,8376413,81994,93
55139,6037,1418,24822,2071,5820,923,24470,1943,1188,1250,4210,3797,1103,936,3148,3896,3060,2346,6416,2547,3076,2016,6274,2412,1946,7722,17336,7957,2252,7979,17986,9371,397,2071,6526,7861,442,2036,5833,7790,850,281,372,612,977,448,268,276,85,457,140,241,151,766,215,128,8389707,78203,93
40143,4239,787,18062,1613,3932,612,17464,1473,912,850,2913,3017,837,721,2156,3106,2291,1807,5554,1845,2219,1753,5452,1935,975,4940,13547,5707,1125,5124,14311,7026,209,1195,3821,7478,192,1052,3849,6686,511,187,268,304,617,215,264,198,25,307,83,115,53,436,92,71,8490060,53264,94
41759,4559,885,18024,1642,4452,764,17223,1509,978,945,3179,3112,914,826,2310,3109,2462,1940,5645,1945,2501,1800,5340,2185,1306,5568,12815,6008,1411,5571,13826,7503,239,1313,3884,6840,255,1374,3830,6650,555,216,288,360,691,247,274,251,32,290,83,134,84,399,81,67,8483599,53948,94
39310,4246,869,17641,1414,4139,722,17023,1390,905,922,3093,3004,860,806,2290,2983,2596,1796,4926,1826,2549,1854,5097,1870,1398,5859,11809,5544,1489,5973,12382,6439,195,1626,3840,6457,247,1614,3752,5652,515,196,253,299,569,268,249,262,28,286,66,106,60,350,79,81,8496632,51294,94
65572,8896,849,14340,2352,9126,443,14405,2371,1006,867,3238,3236,962,666,2178,3570,1568,1560,9705,2590,1919,1510,9701,2394,472,1928,12253,17174,1014,2213,12454,18543,288,592,1690,14660,343,429,1232,15580,1093,151,206,530,1143,309,187,189,17,283,78,218,64,513,174,130,8413940,64886,95
58963,8295,761,13453,2177,8184,436,13641,2187,947,825,2899,3157,939,629,2055,3332,1659,1628,8824,2437,1896,1453,8415,2123,540,1924,11437,15015,885,2201,11851,16924,254,639,1654,12621,347,459,1321,13731,936,124,216,422,1078,263,204,171,19,204,64,195,64,501,164,119,8444287,57851,95
63640,9246,841,13409,2340,9280,479,13390,2317,981,827,3156,3283,931,649,2165,3540,1566,1596,9105,2720,1812,1388,9371,2386,586,1836,11092,17377,1045,2125,11112,18950,318,648,1492,13767,418,442,1250,14579,1098,122,188,504,1287,319,175,202,21,218,77,226,80,490,168,122,8425136,62112,95
37861,4043,798,18464,1230,3826,848,17867,1097,938,955,2987,3125,869,912,2530,3230,3057,2068,4415,1803,3005,1871,4243,2139,2170,7638,10047,4512,2036,7653,11005,5284,280,2120,5169,4411,239,2089,4976,4398,476,250,234,229,440,298,251,287,28,237,42,82,40,265,58,111,8492905,55559,96
38116,3893,909,19703,1125,3870,909,19177,1115,955,944,3006,2995,932,851,2589,3119,3126,1969,4416,1848,3125,1823,4177,2009,2256,8697,11065,4167,2303,8619,11461,4842,268,2394,5492,4704,235,2235,5405,4081,419,303,247,239,481,299,268,279,45,259,73,86,49,256,57,105,8482630,58980,96
38481,4052,894,19082,1242,3997,854,19055,1158,871,946,2948,2939,925,818,2588,3214,3037,1953,4527,2032,3134,2000,4450,1864,2128,8252,11355,4648,2307,8445,12065,5191,228,2108,5048,5084,227,2253,5487,4397,429,245,226,201,417,262,282,268,42,219,34,90,37,261,45,82,8482967,57609,96
26066,2438,784,18120,823,2075,644,17799,897,789,811,2798,2489,615,610,2072,2669,2352,1875,2985,1378,2418,1657,3005,1355,1108,6879,10509,1797,1378,7230,11180,2587,138,1691,5745,2789,148,1526,6625,2158,258,169,292,285,292,216,229,169,33,208,70,133,85,373,43,49,8532819,51265,97
26491,2455,843,17959,905,2065,698,17389,1012,803,817,2734,2454,621,589,2009,2589,2398,1762,2955,1404,2393,1691,3058,1355,1173,6383,10920,1780,1509,6468,11573,2573,153,1620,5990,2926,142,1582,5725,2449,311,167,290,284,273,255,206,171,36,319,71,138,78,387,64,31,8533570,50934,97
25433,2255,757,18042,844,1911,573,17722,962,752,735,2760,2379,630,553,1977,2696,2068,1718,3243,1272,2199,1691,3064,1218,864,5717,11941,1938,1125,5959,12753,2519,127,1343,5618,3077,132,934,5863,2738,257,164,255,277,293,176,177,173,29,243,67,108,66,301,66,47,8537606,49593,97
40789,4281,784,19418,1154,4169,829,19315,1101,935,916,2934,3100,879,816,2478,2972,3018,1929,4463,1917,3103,1885,4349,1928,2339,7852,13508,4995,2280,7579,13942,5607,214,2309,4836,5252,215,2324,5029,4686,441,221,222,181,430,253,239,228,25,142,52,82,33,229,62,57,8477043,57631,98
36977,3861,783,18127,1070,3632,771,18051,1035,849,869,2823,3010,886,790,2337,2892,2849,1844,3989,1787,2777,1821,4156,1842,1884,7199,12496,4542,2028,6961,13053,4978,195,2052,4536,4737,216,1870,4374,3992,402,211,224,170,444,251,217,211,18,125,28,65,25,194,55,66,8500537,51816,98
42278,4441,813,19011,1293,4479,828,19117,1124,879,972,3056,3230,1027,819,2632,3024,3011,1851,4481,1983,3038,1899,4527,1911,2391,6759,14425,5437,2475,6515,14925,5738,278,2110,4436,5146,283,2236,4419,5076,454,241,220,142,456,293,248,203,20,130,33,77,20,243,64,70,8476443,56270,98
18213,1334,942,9761,385,1077,858,10383,535,538,617,2055,1252,333,449,1660,1887,1892,1101,1239,990,2007,935,1438,856,943,6230,2552,479,1469,6913,2666,742,95,1726,2213,894,90,1762,2097,500,238,195,181,276,191,231,164,153,130,447,44,95,75,398,44,75,8625703,27252,99
18504,1418,885,10041,421,1135,848,10010,536,531,627,2040,1327,357,439,1676,1819,1838,1089,1223,912,2079,948,1350,952,1080,6110,2384,417,1558,6683,2624,816,125,1913,2166,784,89,1723,1967,551,239,198,193,235,154,217,159,179,126,511,45,108,66,339,49,57,8625806,27324,99
19447,1489,892,10680,425,1334,927,10603,578,542,570,1964,1359,350,496,1680,1901,1932,1129,1277,924,2091,901,1390,1035,1241,6345,2840,524,1624,6957,3116,901,110,2091,2266,886,98,1977,2543,590,257,203,198,269,176,238,154,184,136,534,47,98,90,367,49,70,8616971,29934,99
39790,3953,1454,18888,1105,3795,1176,19255,1230,1096,1039,3689,3066,859,811,3288,3878,3828,2231,3050,2076,3968,1802,3340,1985,3432,8976,7464,2685,4197,9382,7722,2969,397,3876,6389,2516,437,3382,5858,2404,512,534,389,232,386,570,276,228,87,424,86,138,63,350,66,111,8482454,60356,100
38272,3810,1267,18757,1071,3661,1080,18897,1213,1076,1030,3831,3234,866,814,3179,3964,3666,2249,3092,1993,3825,1796,3524,1898,3247,8441,7506,2698,3909,8842,7689,2865,395,3547,5763,2753,419,3059,5488,2466,479,524,407,280,355,587,264,240,78,446,87,174,89,372,82,150,8490659,57575,100
40757,3982,1475,19088,1039,3861,1189,19353,1164,1107,1105,3966,3202,821,908,3404,3961,3906,2083,3145,2116,4014,1797,3281,2069,3715,9175,7522,2755,4495,9618,7796,3112,397,3888,6032,2641,415,3429,5633,2484,470,484,334,235,362,598,253,223,68,414,80,128,53,321,76,97,8479960,59944,100
46869,5150,771,17100,1479,5112,575,17404,1272,891,956,2751,2857,909,760,2086,3007,2419,1735,6020,1944,2534,1833,5806,1734,1198,4937,15069,8424,1328,5073,15776,8720,188,1379,3829,8680,239,1107,3161,8797,490,122,193,223,522,227,195,109,22,88,38,96,34,229,80,37,8469918,55498,101
45921,5231,726,17060,1505,4982,559,17148,1219,856,946,2662,3014,931,762,1959,2854,2327,1623,6283,1925,2414,1805,5743,1767,1037,5065,14891,8065,1291,5129,15383,9011,190,1190,3592,8276,212,1009,3310,8671,444,130,162,203,526,188,172,95,11,93,23,97,34,214,79,41,8474810,54134,101
43488,4861,751,16803,1359,4797,623,16862,1222,834,951,2810,3038,903,743,2198,2957,2510,1664,5593,1901,2562,1896,5531,1701,1290,5344,13462,7494,1457,5429,13981,7818,181,1383,3581,7968,193,1378,3258,7148,438,142,171,251,476,229,167,103,9,105,25,96,32,237,50,25,8485451,52070,101
24674,3114,600,10777,1079,2698,460,10372,1157,861,779,2408,2449,686,603,1704,2559,1753,1542,3213,1408,1972,1327,3152,1639,864,2638,6442,3241,1105,2931,7106,4500,168,869,2184,2827,161,595,1944,2517,402,122,188,249,356,228,149,140,23,163,44,109,26,206,88,103,8593985,30341,102
24708,2936,746,11845,946,2531,601,11157,1080,783,807,2681,2495,667,626,1810,2598,1959,1538,3122,1395,2235,1372,3056,1734,1094,3699,5715,2563,1317,3921,6324,3793,205,1192,2933,2635,179,841,2426,2275,419,173,231,292,387,267,213,209,24,240,47,122,46,335,86,84,8586921,33364,102
25159,2806,626,11103,1124,2443,484,10700,1249,826,782,2522,2281,609,487,1723,2532,1636,1419,3297,1443,1860,1207,3232,1532,655,2401,6563,3103,988,2834,7463,4210,176,793,2090,3179,174,601,2225,2801,464,167,206,303,383,238,189,200,33,250,63,125,38,361,136,145,8591190,32171,102
36623,2400,1020,21031,1313,2297,1049,19521,1311,693,631,2699,2142,566,650,1959,2367,2456,1338,2621,1237,2434,1253,2708,1542,1834,10212,9724,2110,1768,10608,10050,2820,172,2654,5857,3905,168,2811,6189,3202,378,275,309,323,358,340,242,195,92,717,172,179,139,794,130,49,8494322,63041,103
37160,2521,932,21506,1407,2499,950,19997,1220,679,658,2671,2120,537,597,1868,2452,2410,1421,2910,1326,2409,1258,2832,1507,1663,10500,10796,2484,1747,10480,11579,3186,154,2444,6538,4217,156,2670,6912,3595,337,243,328,323,342,305,247,182,82,660,147,146,120,849,152,45,8484390,66134,103
36377,2482,914,22262,1290,2394,940,20636,1258,693,615,2671,2132,529,624,1995,2507,2378,1343,2845,1201,2519,1268,2868,1532,1689,10924,11144,2273,1609,11025,11922,3160,162,2565,6606,4129,148,2733,6922,3433,350,251,313,288,344,298,198,184,77,708,173,162,134,780,131,46,8481531,67315,103
38042,4023,471,10749,1998,3923,246,10530,2023,930,599,2319,2592,818,389,1289,2625,1080,1480,5288,1542,1451,1311,5807,1329,175,1198,9058,5889,409,1454,9415,7197,121,325,1411,7780,142,202,823,7313,497,112,240,457,539,321,228,200,16,218,98,272,56,509,333,204,8550920,39014,104
38015,4302,489,11520,1812,4181,304,11392,1772,922,659,2378,2744,875,471,1368,2747,1313,1543,5599,1541,1689,1368,5633,1524,282,1556,9777,6214,539,1863,10150,7753,161,407,1523,7541,170,256,1104,7864,530,105,218,364,511,269,228,173,18,186,81,212,42,407,193,157,8543415,39570,104
36074,3652,406,10410,1886,3561,240,10060,1832,830,528,2153,2557,775,353,1224,2385,1054,1378,5385,1337,1341,1173,5203,1361,150,1086,9347,5470,360,1269,9610,6964,139,243,1365,7199,135,199,863,7117,460,94,197,408,497,227,213,168,19,271,92,222,64,480,238,191,8560370,37115,104
28889,3108,845,14706,907,2924,677,14405,1059,978,898,2783,2565,746,661,2342,2849,2689,1969,3294,1575,2846,1608,3376,1641,1751,6741,6743,2955,1968,6990,7478,3362,192,1867,3713,2916,202,1828,3535,2420,379,242,246,252,344,240,205,248,31,195,53,76,46,213,39,99,8551790,40301,105
30428,3307,934,15129,885,2996,682,14941,1046,1011,955,2896,2621,788,676,2379,2980,2709,1825,3347,1648,2908,1705,3491,1715,1979,7131,7335,3140,2217,7325,7995,3624,199,2077,3897,3036,220,1960,3893,2570,381,251,217,236,349,268,207,210,34,184,55,81,40,246,45,89,8541567,42940,105
29075,3156,810,14251,830,2846,707,14236,926,887,914,2836,2569,715,611,2350,2875,2752,1894,3168,1642,2959,1594,3264,1649,2006,6588,6745,2901,2210,7057,7401,3353,192,1991,3369,2835,185,1921,3368,2274,333,257,237,183,360,248,202,220,34,199,40,44,41,211,28,77,8554243,39131,105
27710,2877,708,12738,966,2956,822,11894,793,699,732,2251,2240,699,677,1970,2362,2528,1349,2721,1455,2688,1336,2685,1559,2044,5859,5591,2698,1901,5783,6230,3016,142,2069,3048,2704,173,2247,3189,2267,329,221,223,177,249,286,259,165,33,252,59,79,41,336,60,44,8571294,37517,106
26341,2764,760,12498,968,2751,834,11572,859,688,710,2253,2173,678,687,1884,2298,2498,1364,2658,1413,2471,1347,2699,1615,1888,5446,5475,2477,1714,5681,5904,2959,150,1904,3300,2585,132,2045,3325,2039,300,209,235,213,290,299,259,171,38,306,65,86,44,314,66,39,8575933,37326,106
26191,2796,748,12629,941,2774,802,11889,816,723,756,2263,2159,648,679,1855,2237,2546,1329,2686,1384,2475,1320,2647,1601,1906,5614,5498,2518,1711,6062,5923,3192,140,1782,3201,2508,140,2124,3727,2090,305,190,210,199,298,277,233,160,40,245,48,76,53,301,58,49,8574079,38149,106
37914,4753,1055,13958,1176,4862,1073,13818,1086,957,1070,3503,3433,983,1020,3134,3433,3317,1836,3768,2171,3397,1850,3558,2343,3145,7298,4625,5252,3191,7088,4965,5791,433,2386,2681,2927,351,2601,2805,2565,689,358,167,153,597,417,278,237,24,209,34,63,32,202,31,85,8525722,43130,107
39173,4947,1078,13823,1171,5044,1119,13713,1031,879,1120,3510,3369,1027,988,3155,3467,3328,1834,3656,2292,3627,1881,3602,2445,3664,7343,4647,5387,3565,6985,4977,5778,397,2702,2397,2910,396,2656,2607,2343,724,385,153,142,626,402,235,236,25,156,17,51,25,116,42,85,8524000,42547,107
38017,4898,972,13347,1123,4817,1038,13159,1056,945,1105,3531,3421,1002,956,3155,3403,3473,1859,3714,2278,3453,1795,3553,2380,3390,6780,4452,5409,3325,6987,4912,5689,413,2352,2535,2915,417,2748,2610,2312,683,357,147,133,584,415,240,226,30,187,16,49,15,148,36,95,8529063,41880,107
31360,3337,896,15086,752,3318,792,13938,902,963,968,2957,2699,774,736,2600,2931,3104,1978,3206,1569,3375,1777,3123,1977,3200,8101,4946,2841,2813,7941,5509,3498,297,2705,3328,2041,238,2001,3107,2273,403,322,220,184,353,345,196,220,37,165,27,67,38,134,32,91,8547526,39683,108
30611,3477,888,14724,768,3347,869,14845,785,854,933,2870,2450,696,702,2439,2716,3141,1809,3073,1588,3347,1678,3173,1525,2997,8611,5566,2735,3183,9085,5969,2859,194,2770,3775,2502,224,2523,3451,2181,289,282,158,186,288,258,161,224,30,143,11,38,24,123,13,89,8544408,41342,108
30356,3426,911,13994,724,3301,737,14034,827,857,942,2951,2420,733,711,2435,2812,3108,1780,2962,1716,3301,1649,3239,1707,2954,8351,5099,3057,3153,8237,5510,3199,250,2593,3880,2332,256,2584,2724,1898,308,296,182,193,283,317,189,190,34,118,20,51,33,99,17,76,8550131,39753,108
45975,4823,1038,23240,1571,4805,1046,22919,1355,908,1085,3433,3384,991,877,2797,3292,3463,2145,5179,2031,3539,2009,4858,2131,2724,9437,14786,5326,2642,8985,15337,6024,269,2610,6377,6112,254,3036,6186,5479,591,319,326,322,554,368,327,289,55,372,79,151,47,568,111,99,8430206,70738,109
42041,4469,923,21684,1403,4425,941,20949,1292,948,1062,3282,3276,975,888,2686,3196,3269,2121,4783,2001,3440,2104,4512,2029,2589,9192,12777,4958,2403,8839,13562,5662,246,2359,5862,5317,241,2786,6021,4734,489,266,260,286,527,357,333,280,38,290,72,105,53,419,97,104,8455172,64605,109
44595,4619,970,22555,1437,4605,1046,21962,1332,910,1061,3487,3380,1032,931,2848,3330,3409,2081,4576,1913,3597,2100,4588,1984,2832,10045,12676,5257,2608,10078,13276,5581,291,2822,6199,5701,285,3201,6410,4455,534,295,362,297,550,380,363,303,67,350,97,155,62,436,80,102,8440868,68634,109
41090,3689,1178,17536,410,3498,1257,16124,743,831,910,2868,1802,566,833,2332,2376,4759,1676,2091,1256,4916,1461,2200,1890,4773,15818,4134,722,5079,16091,4509,1839,142,6426,2868,1699,124,7495,2627,746,353,331,268,310,171,311,151,244,214,591,32,221,69,206,26,73,8503370,49675,110
42804,4124,1376,15558,448,3877,1495,14480,708,812,957,2872,1740,612,797,2429,2331,5028,1696,2004,1307,5173,1420,2232,1831,5579,13580,3532,787,6130,14285,3993,1621,165,6877,2551,1699,142,8426,2356,653,402,399,264,316,146,358,162,277,249,586,29,221,63,176,17,72,8507048,48728,110
37878,3243,1101,16274,406,3145,1306,15199,693,758,788,2731,1692,503,743,2326,2294,4460,1643,1901,1135,4499,1335,2131,1719,4255,14359,3728,617,4405,14877,3976,1411,159,5778,2748,1516,132,6765,2423,663,358,329,264,341,143,320,153,249,210,626,32,199,63,218,20,44,8522669,46047,110
